0	1.740479
1	1.740479
2	1.495545
3	1.089842
4	1.203822
5	1.181951
6	1.203822
7	1.045037
8	1.161385
9	0.904484
10	0.865210
11	0.950624
12	0.940749
13	0.950624
14	0.922006
15	0.880210
16	0.880210
17	0.774967
18	0.896139
19	0.960863
20	0.960863
21	0.896139
22	0.831222
23	0.913101
24	0.960863
25	0.807080
26	0.950624
27	0.872599
28	0.858030
29	0.844262
30	0.872599
31	0.785182
32	0.801410
33	0.865210
34	0.865210
35	1.372795
36	0.913101
37	0.872599
38	0.940749
39	0.922006
40	0.812890
41	0.982531
42	0.971490
43	0.872599
44	1.161385
45	1.106313
46	1.252088
47	1.278859
48	1.409828
49	1.602224
50	1.089842
51	1.338894
52	1.089842
53	1.161385
54	1.018433
55	1.005970
56	1.045037
57	0.904484
58	0.971490
59	0.940749
60	0.940749
61	0.960863
62	0.913101
63	0.818846
64	0.904484
65	0.831222
66	0.982531
67	0.865210
68	0.604252
69	0.790466
70	0.785182
71	0.774967
72	0.888052
73	0.742490
75	0.831222
76	0.858030
77	0.765194
78	0.971490
79	0.982531
80	0.812890
81	0.790466
82	0.780017
83	0.790466
84	0.795873
85	0.824955
86	0.888052
87	0.837655
88	0.837655
89	0.812890
90	0.904484
91	0.940749
92	1.089842
93	0.904484
94	1.203822
95	1.409828
96	1.495545
97	1.227143
98	1.278859
99	1.018433
100	0.994014
101	0.950624
102	1.018433
104	1.005970
105	0.851051
106	0.971490
107	0.904484
108	1.141994
109	1.123669
110	1.141994
111	1.141994
112	1.059266
113	0.913101
114	0.865210
115	0.922006
116	1.141994
117	0.858030
118	0.913101
119	0.888052
120	0.913101
121	0.812890
122	0.904484
123	0.790466
124	0.994014
125	0.865210
126	0.994014
127	0.922006
129	0.940749
130	0.940749
131	0.971490
132	1.005970
133	0.880210
134	0.913101
135	0.994014
136	1.018433
137	0.812890
138	1.045037
139	0.904484
140	1.141994
141	0.982531
142	1.409828
143	1.227143
144	1.666464
145	1.372795
146	1.141994
147	1.227143
148	1.181951
149	1.252088
150	1.106313
151	1.227143
152	1.666464
153	1.123669
154	0.896139
155	1.074182
156	0.940749
157	1.074182
158	1.045037
159	1.089842
160	1.074182
161	0.960863
162	0.982531
163	1.106313
164	1.005970
165	1.123669
166	0.950624
167	1.181951
168	0.931216
169	1.045037
170	0.994014
171	0.950624
172	1.123669
173	1.278859
174	1.045037
175	0.950624
177	1.089842
178	1.252088
179	0.994014
180	1.161385
181	1.089842
182	1.338894
183	0.982531
184	0.922006
185	1.018433
186	1.227143
187	1.203822
188	1.181951
189	1.278859
190	1.495545
192	1.372795
193	1.827119
194	1.227143
195	1.123669
196	1.666464
197	1.545743
199	1.161385
200	1.106313
201	1.059266
202	1.045037
203	1.338894
204	1.089842
205	1.278859
206	1.252088
207	1.307698
208	1.031441
209	1.089842
210	0.940749
211	0.960863
212	0.982531
213	1.018433
214	0.940749
215	1.141994
216	0.858030
217	1.059266
218	0.858030
219	1.227143
220	0.931216
221	0.971490
222	0.994014
223	1.089842
224	0.994014
225	1.045037
226	0.922006
227	1.409828
228	1.018433
229	1.089842
230	1.123669
231	0.904484
232	1.106313
233	1.123669
234	1.227143
235	1.123669
236	1.450523
237	1.307698
238	1.307698
239	1.740479
240	1.307698
